,NET_INCOME,OP_PROFIT_LOSS,TRANS_REV_PAX,MAIL,PROP_FREIGHT,CHARTER_PAX,TRANS_REVENUE,OP_REVENUES,FLYING_OPS,MAINTENANCE,PAX_SERVICE,AIRCFT_SERVICES,OP_EXPENSES,UNIQUE_CARRIER,UNIQUE_CARRIER_NAME,REGION,YEAR,QUARTER,Unnamed: 18
687,54924.0,29465.73,0.0,0.0,0.0,156557.98,0.0,156557.98,67382.25,14705.68,11736.81,11242.37,127092.24,X9,Omni Air International LLC,I,2020,2,
688,63268.89,-35626.7,41234.15,0.0,0.0,0.0,0.0,41234.15,31300.25,15474.67,6185.98,2891.3,76860.85,EV,ExpressJet Airlines LLC,D,2020,2,
689,71193.81,62864.46,0.0,0.0,0.0,0.0,0.0,136183.45,41953.05,8885.64,0.0,10630.9,73318.99,KD,Western Global,I,2020,2,
690,72266.55,-30521.13,198341.6,0.0,0.0,0.0,0.0,196765.87,71776.13,67631.23,21602.17,2260.37,227287.0,YX,Republic Airline,D,2020,3,
691,74164.17,-47850.79,165094.19,0.0,0.0,0.0,0.0,166615.0,75162.65,43623.28,20793.58,2399.28,214465.8,YX,Republic Airline,D,2020,2,
692,80227.33,81873.4,,1792.52,111194.62,,25340.31,349367.03,109814.39,70297.41,,27077.61,267493.63,KAQ,Kalitta Air LLC,I,2020,3,
693,81782.62,109111.14,0.0,0.0,359437.05,0.0,0.0,359437.05,132772.51,54509.64,0.0,32800.01,250325.91,5X,United Parcel Service,P,2020,2,
694,94821.87,125423.2,0.0,0.0,397654.47,0.0,0.0,397857.35,151911.72,55182.33,0.0,33321.17,272434.16,5X,United Parcel Service,P,2020,3,
695,95629.04,125422.15,0.0,0.0,359118.75,0.0,0.0,359118.92,143231.15,44999.92,0.0,25689.15,233696.77,5X,United Parcel Service,P,2020,1,
696,137108.0,-1939.0,,1843.0,647448.0,,669217.0,1329199.0,262669.0,126861.0,,195032.0,1331138.0,FX,Federal Express Corporation,P,2020,3,
697,154805.2,156092.19,,2501.27,133795.86,,22078.62,418478.26,107428.75,66782.92,,29251.7,262386.07,KAQ,Kalitta Air LLC,I,2020,2,
698,262685.0,-597883.0,,726.0,444323.0,,1595273.0,2050499.0,186248.0,166462.0,,310972.0,2648382.0,FX,Federal Express Corporation,A,2020,3,
699,688988.0,1395899.0,,0.0,2785917.0,,3226010.0,6054295.0,623200.0,509488.0,,383156.0,4658396.0,FX,Federal Express Corporation,D,2020,3,
700,908014.0,1130748.0,,394.0,2566955.0,,2792532.0,5382141.0,684824.0,413672.0,,358132.0,4251393.0,FX,Federal Express Corporation,D,2020,1,
701,926627.0,1363349.0,,302.0,2502021.0,,2954288.0,5520332.0,580284.0,397490.0,,355876.0,4156983.0,FX,Federal Express Corporation,D,2020,2,
