"YEAR","MONTH","AIRLINE_ID","UNIQUE_CARRIER","UNIQUE_CARRIER_NAME","CARRIER","CARRIER_NAME","CARRIER_GROUP","CARRIER_GROUP_NEW","EMPFULL","EMPPART","EMPTOTAL","EMPFTE",
2020,5,20201,"AMQ","Ameristar Air Cargo","AMQ","Ameristar Air Cargo",1,4,24,0,24,24,
2020,5,19930,"AS","Alaska Airlines Inc.","AS","Alaska Airlines Inc.",3,3,15751,2046,17797,16774,
2020,5,20409,"B6","JetBlue Airways","B6","JetBlue Airways",3,3,16470,5155,21625,19048,
2020,5,21167,"CP","Compass Airlines","CP","Compass Airlines",2,2,9,0,9,9,
2020,5,19790,"DL","Delta Air Lines Inc.","DL","Delta Air Lines Inc.",3,3,47581,3403,50984,49283,
2020,5,20366,"EV","ExpressJet Airlines LLC","EV","ExpressJet Airlines LLC",2,2,2478,14,2492,2485,
2020,5,20436,"F9","Frontier Airlines Inc.","F9","Frontier Airlines Inc.",3,3,5076,63,5139,5108,
2020,5,20107,"FX","Federal Express Corporation","FX","Federal Express Corporation",3,3,180169,62446,242615,211392,
2020,5,20368,"G4","Allegiant Air","G4","Allegiant Air",3,3,4069,406,4475,4272,
2020,5,20500,"G7","GoJet Airlines LLC d/b/a United Express","G7","GoJet Airlines LLC d/b/a United Express",2,2,979,0,979,979,
2020,5,20166,"GFQ","Gulf And Caribbean Cargo","GFQ","Gulf And Caribbean Cargo",1,1,113,0,113,113,
2020,5,19690,"HA","Hawaiian Airlines Inc.","HA","Hawaiian Airlines Inc.",3,3,6057,1387,7444,6751,
2020,5,20370,"KAQ","Kalitta Air LLC","KAQ","Kalitta Air LLC",3,3,2010,7,2017,2014,
2020,5,21629,"KD","Western Global","KD","Western Global",2,2,367,2,369,368,
2020,5,21634,"KH","Aloha Air Cargo","KH","Aloha Air Cargo",2,2,343,61,404,374,
2020,5,20372,"KLQ","Kalitta Charters II","KLQ","Kalitta Charters II",1,1,150,0,150,150,
2020,5,20169,"L2","Lynden Air Cargo Airlines","L2","Lynden Air Cargo Airlines",2,2,213,1,214,214,
2020,5,20151,"M6","Amerijet International","M6","Amerijet International",2,2,690,0,690,690,
2020,5,20398,"MQ","Envoy Air","MQ","Envoy Air",3,3,12409,4362,16771,14590,
2020,5,20405,"N8","National Air Cargo Group Inc d/ba National Airlines","N8","National Air Cargo Group Inc d/ba National Airlines",2,2,203,0,203,203,
2020,5,20108,"NC","Northern Air Cargo Inc.","NC","Northern Air Cargo Inc.",1,1,403,4,407,405,
2020,5,20416,"NK","Spirit Air Lines","NK","Spirit Air Lines",3,3,8868,331,9199,9034,
2020,5,20397,"OH","PSA Airlines Inc.","OH","PSA Airlines Inc.",2,2,4587,0,4587,4587,
2020,5,20304,"OO","SkyWest Airlines Inc.","OO","SkyWest Airlines Inc.",3,3,14949,4945,19894,17422,
2020,5,20177,"PFQ","Asia Pacific","PFQ","Asia Pacific",1,1,67,1,68,68,
2020,5,21402,"PM","Prescott Support Company, Inc.","PM","Prescott Support Company, Inc.",1,4,19,25,44,32,
2020,5,20100,"PO","Polar Air Cargo Airways","PO","Polar Air Cargo Airways",3,3,229,0,229,229,
2020,5,19687,"QX","Horizon Air","QX","Horizon Air",2,2,3333,931,4264,3799,
2020,5,19998,"SI","Sierra Pacific Airlines","SI","Sierra Pacific Airlines",1,4,14,30,44,29,
2020,5,20422,"SY","Sun Country Airlines d/b/a MN Airlines","SY","Sun Country Airlines d/b/a MN Airlines",2,2,1536,59,1595,1566,
2020,5,20447,"U7","USA Jet Airlines Inc.","U7","USA Jet Airlines Inc.",2,2,374,0,374,374,
2020,5,19977,"UA","United Air Lines Inc.","UA","United Air Lines Inc.",3,3,76053,7670,83723,79888,
2020,5,20195,"WI","Sky Lease Cargo","WI","Sky Lease Cargo",2,2,279,56,335,307,
2020,5,20310,"WL","Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines","WL","Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",1,1,174,10,184,179,
2020,5,19393,"WN","Southwest Airlines Co.","WN","Southwest Airlines Co.",3,3,60012,2333,62345,61179,
2020,5,20377,"X9","Omni Air International LLC","X9","Omni Air International LLC",2,2,1105,2,1107,1106,
2020,5,20207,"XP","XTRA Airways","XP","XTRA Airways",1,4,22,8,30,26,
2020,5,20378,"YV","Mesa Airlines Inc.","YV","Mesa Airlines Inc.",2,2,3054,14,3068,3061,
2020,5,20452,"YX","Republic Airline","YX","Republic Airline",3,3,6003,316,6319,6161,
2020,6,21161,"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern","09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",2,2,486,29,515,501,
2020,6,21352,"0WQ","Avjet Corporation","0WQ","Avjet Corporation",1,1,144,0,144,144,
2020,6,21492,"1BQ","Eastern Airlines f/k/a Dynamic Airways, LLC","1BQ","Eastern Airlines f/k/a Dynamic Airways, LLC",1,1,216,0,216,216,
2020,6,21518,"1EQ","KaiserAir, Inc.","1EQ","KaiserAir, Inc.",1,4,39,29,68,54,
2020,6,21577,"1TQ","Rhoades Aviation dba Transair","1TQ","Rhoades Aviation dba Transair",1,1,140,36,176,158,
2020,6,21652,"27Q","Jet Aviation Flight Services, Inc.","27Q","Jet Aviation Flight Services, Inc.",1,1,603,0,603,603,
2020,6,21712,"2HQ","Elite Airways LLC","2HQ","Elite Airways LLC",2,2,58,8,66,62,
2020,6,21754,"2PQ","21 Air LLC","2PQ","21 Air LLC",1,4,67,0,67,67,
2020,6,21854,"34Q","Polaris Aviation Solutions, LLC","34Q","Polaris Aviation Solutions, LLC",1,4,27,15,42,35,
2020,6,21875,"37Q","Hillwood Airways, LLC  f/k/a   ATX Air Services, LLC","37Q","Hillwood Airways, LLC  f/k/a   ATX Air Services, LLC",1,4,44,1,45,45,
2020,6,21974,"3EQ","Scott Aviation, LLC  d/b/a  Silver Air","3EQ","Scott Aviation, LLC  d/b/a  Silver Air",1,1,93,0,93,93,
2020,6,20401,"3M","Silver Airways","3M","Silver Airways",1,1,541,54,595,568,
2020,6,20408,"5V","Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo","5V","Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo",1,1,281,53,334,308,
2020,6,19917,"5X","United Parcel Service","5X","United Parcel Service",3,3,6188,118,6306,6247,
2020,6,20007,"5Y","Atlas Air Inc.","5Y","Atlas Air Inc.",3,3,3233,7,3240,3237,
2020,6,19874,"8C","Air Transport International","8C","Air Transport International",2,2,876,0,876,876,
2020,6,20363,"9E","Endeavor Air Inc.","9E","Endeavor Air Inc.",2,2,3670,29,3699,3685,
2020,6,20190,"9S","Southern Air Inc.","9S","Southern Air Inc.",2,2,495,0,495,495,
2020,6,19805,"AA","American Airlines Inc.","AA","American Airlines Inc.",3,3,96061,11191,107252,101657,
2020,6,20453,"ABX","ABX Air Inc","ABX","ABX Air Inc",2,2,465,7,472,469,
2020,6,20201,"AMQ","Ameristar Air Cargo","AMQ","Ameristar Air Cargo",1,4,23,0,23,23,
2020,6,19930,"AS","Alaska Airlines Inc.","AS","Alaska Airlines Inc.",3,3,15691,2050,17741,16716,
2020,6,20409,"B6","JetBlue Airways","B6","JetBlue Airways",3,3,16418,5138,21556,18987,
2020,6,21167,"CP","Compass Airlines","CP","Compass Airlines",2,2,7,0,7,7,
2020,6,19790,"DL","Delta Air Lines Inc.","DL","Delta Air Lines Inc.",3,3,47877,3591,51468,49673,
2020,6,20366,"EV","ExpressJet Airlines LLC","EV","ExpressJet Airlines LLC",2,2,2478,14,2492,2485,
2020,6,20436,"F9","Frontier Airlines Inc.","F9","Frontier Airlines Inc.",3,3,5040,61,5101,5071,
2020,6,20107,"FX","Federal Express Corporation","FX","Federal Express Corporation",3,3,180412,66080,246492,213452,
2020,6,20368,"G4","Allegiant Air","G4","Allegiant Air",3,3,4036,400,4436,4236,
2020,6,20500,"G7","GoJet Airlines LLC d/b/a United Express","G7","GoJet Airlines LLC d/b/a United Express",2,2,951,0,951,951,
2020,6,20166,"GFQ","Gulf And Caribbean Cargo","GFQ","Gulf And Caribbean Cargo",1,1,113,0,113,113,
2020,6,19690,"HA","Hawaiian Airlines Inc.","HA","Hawaiian Airlines Inc.",3,3,6039,1379,7418,6729,
2020,6,20370,"KAQ","Kalitta Air LLC","KAQ","Kalitta Air LLC",3,3,2023,7,2030,2027,
2020,6,21629,"KD","Western Global","KD","Western Global",2,2,378,2,380,379,
2020,6,21634,"KH","Aloha Air Cargo","KH","Aloha Air Cargo",2,2,350,59,409,380,
2020,6,20372,"KLQ","Kalitta Charters II","KLQ","Kalitta Charters II",1,1,150,0,150,150,
2020,6,20169,"L2","Lynden Air Cargo Airlines","L2","Lynden Air Cargo Airlines",2,2,214,1,215,215,
2020,6,20151,"M6","Amerijet International","M6","Amerijet International",2,2,699,0,699,699,
2020,6,20398,"MQ","Envoy Air","MQ","Envoy Air",3,3,12344,4315,16659,14502,
2020,6,20405,"N8","National Air Cargo Group Inc d/ba National Airlines","N8","National Air Cargo Group Inc d/ba National Airlines",2,2,213,0,213,213,
2020,6,20108,"NC","Northern Air Cargo Inc.","NC","Northern Air Cargo Inc.",1,1,394,3,397,396,
2020,6,20416,"NK","Spirit Air Lines","NK","Spirit Air Lines",3,3,8807,327,9134,8971,
2020,6,20397,"OH","PSA Airlines Inc.","OH","PSA Airlines Inc.",2,2,4524,0,4524,4524,
2020,6,20304,"OO","SkyWest Airlines Inc.","OO","SkyWest Airlines Inc.",3,3,14991,4935,19926,17459,
2020,6,20177,"PFQ","Asia Pacific","PFQ","Asia Pacific",1,1,67,1,68,68,
2020,6,21402,"PM","Prescott Support Company, Inc.","PM","Prescott Support Company, Inc.",1,4,19,25,44,32,
2020,6,20100,"PO","Polar Air Cargo Airways","PO","Polar Air Cargo Airways",3,3,231,0,231,231,
2020,6,19687,"QX","Horizon Air","QX","Horizon Air",2,2,3415,792,4207,3811,
2020,6,19998,"SI","Sierra Pacific Airlines","SI","Sierra Pacific Airlines",1,4,14,29,43,29,
2020,6,20422,"SY","Sun Country Airlines d/b/a MN Airlines","SY","Sun Country Airlines d/b/a MN Airlines",2,2,1527,133,1660,1594,
2020,6,20447,"U7","USA Jet Airlines Inc.","U7","USA Jet Airlines Inc.",2,2,374,0,374,374,
2020,6,19977,"UA","United Air Lines Inc.","UA","United Air Lines Inc.",3,3,74779,7449,82228,78504,
2020,6,20195,"WI","Sky Lease Cargo","WI","Sky Lease Cargo",2,2,279,56,335,307,
2020,6,19393,"WN","Southwest Airlines Co.","WN","Southwest Airlines Co.",3,3,59947,2341,62288,61118,
2020,6,20377,"X9","Omni Air International LLC","X9","Omni Air International LLC",2,2,1120,2,1122,1121,
2020,6,20207,"XP","XTRA Airways","XP","XTRA Airways",1,4,21,8,29,25,
2020,6,20378,"YV","Mesa Airlines Inc.","YV","Mesa Airlines Inc.",2,2,2974,13,2987,2981,
2020,6,20452,"YX","Republic Airline","YX","Republic Airline",3,3,5955,314,6269,6112,
2020,7,21352,"0WQ","Avjet Corporation","0WQ","Avjet Corporation",1,1,144,0,144,144,
2020,7,21518,"1EQ","KaiserAir, Inc.","1EQ","KaiserAir, Inc.",1,4,39,29,68,54,
2020,7,21577,"1TQ","Rhoades Aviation dba Transair","1TQ","Rhoades Aviation dba Transair",1,1,149,37,186,168,
2020,7,21652,"27Q","Jet Aviation Flight Services, Inc.","27Q","Jet Aviation Flight Services, Inc.",1,1,593,0,593,593,
2020,7,21712,"2HQ","Elite Airways LLC","2HQ","Elite Airways LLC",2,2,58,8,66,62,
2020,7,21754,"2PQ","21 Air LLC","2PQ","21 Air LLC",1,4,65,0,65,65,
2020,7,21854,"34Q","Polaris Aviation Solutions, LLC","34Q","Polaris Aviation Solutions, LLC",1,4,27,15,42,35,
2020,7,21875,"37Q","Hillwood Airways, LLC  f/k/a   ATX Air Services, LLC","37Q","Hillwood Airways, LLC  f/k/a   ATX Air Services, LLC",1,4,42,1,43,43,
2020,7,21974,"3EQ","Scott Aviation, LLC  d/b/a  Silver Air","3EQ","Scott Aviation, LLC  d/b/a  Silver Air",1,1,95,0,95,95,
2020,7,20408,"5V","Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo","5V","Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo",1,1,289,56,345,317,
2020,7,19917,"5X","United Parcel Service","5X","United Parcel Service",3,3,6207,117,6324,6266,
2020,7,20007,"5Y","Atlas Air Inc.","5Y","Atlas Air Inc.",3,3,3259,8,3267,3263,
2020,7,19874,"8C","Air Transport International","8C","Air Transport International",2,2,882,0,882,882,
2020,7,20363,"9E","Endeavor Air Inc.","9E","Endeavor Air Inc.",2,2,4118,54,4172,4145,
2020,7,20190,"9S","Southern Air Inc.","9S","Southern Air Inc.",2,2,505,0,505,505,
2020,7,19805,"AA","American Airlines Inc.","AA","American Airlines Inc.",3,3,95792,11236,107028,101410,
2020,7,20453,"ABX","ABX Air Inc","ABX","ABX Air Inc",2,2,458,8,466,462,
2020,7,20201,"AMQ","Ameristar Air Cargo","AMQ","Ameristar Air Cargo",1,4,23,0,23,23,
2020,7,19930,"AS","Alaska Airlines Inc.","AS","Alaska Airlines Inc.",3,3,15631,2009,17640,16636,
2020,7,20409,"B6","JetBlue Airways","B6","JetBlue Airways",3,3,16389,5028,21417,18903,
2020,7,19790,"DL","Delta Air Lines Inc.","DL","Delta Air Lines Inc.",3,3,56513,5563,62076,59295,
2020,7,20366,"EV","ExpressJet Airlines LLC","EV","ExpressJet Airlines LLC",2,2,2380,15,2395,2388,
2020,7,20436,"F9","Frontier Airlines Inc.","F9","Frontier Airlines Inc.",3,3,5028,68,5096,5062,
2020,7,20107,"FX","Federal Express Corporation","FX","Federal Express Corporation",3,3,186024,62378,248402,217213,
2020,7,20368,"G4","Allegiant Air","G4","Allegiant Air",3,3,4006,409,4415,4211,
2020,7,20500,"G7","GoJet Airlines LLC d/b/a United Express","G7","GoJet Airlines LLC d/b/a United Express",2,2,980,0,980,980,
2020,7,20166,"GFQ","Gulf And Caribbean Cargo","GFQ","Gulf And Caribbean Cargo",1,1,113,0,113,113,
2020,7,19690,"HA","Hawaiian Airlines Inc.","HA","Hawaiian Airlines Inc.",3,3,6028,1376,7404,6716,
2020,7,20370,"KAQ","Kalitta Air LLC","KAQ","Kalitta Air LLC",3,3,2038,8,2046,2042,
2020,7,21629,"KD","Western Global","KD","Western Global",2,2,386,1,387,387,
2020,7,21634,"KH","Aloha Air Cargo","KH","Aloha Air Cargo",2,2,366,66,432,399,
2020,7,20372,"KLQ","Kalitta Charters II","KLQ","Kalitta Charters II",1,1,150,0,150,150,
2020,7,20169,"L2","Lynden Air Cargo Airlines","L2","Lynden Air Cargo Airlines",2,2,214,1,215,215,
2020,7,20151,"M6","Amerijet International","M6","Amerijet International",2,2,732,0,732,732,
2020,7,20398,"MQ","Envoy Air","MQ","Envoy Air",3,3,12193,4195,16388,14291,
2020,7,20405,"N8","National Air Cargo Group Inc d/ba National Airlines","N8","National Air Cargo Group Inc d/ba National Airlines",2,2,226,0,226,226,
2020,7,20108,"NC","Northern Air Cargo Inc.","NC","Northern Air Cargo Inc.",1,1,402,2,404,403,
2020,7,20416,"NK","Spirit Air Lines","NK","Spirit Air Lines",3,3,8817,327,9144,8981,
2020,7,20397,"OH","PSA Airlines Inc.","OH","PSA Airlines Inc.",2,2,4619,0,4619,4619,
2020,7,20304,"OO","SkyWest Airlines Inc.","OO","SkyWest Airlines Inc.",3,3,14792,4931,19723,17258,
2020,7,20177,"PFQ","Asia Pacific","PFQ","Asia Pacific",1,1,68,1,69,69,
2020,7,21402,"PM","Prescott Support Company, Inc.","PM","Prescott Support Company, Inc.",1,4,19,25,44,32,
2020,7,20100,"PO","Polar Air Cargo Airways","PO","Polar Air Cargo Airways",3,3,232,0,232,232,
2020,7,19687,"QX","Horizon Air","QX","Horizon Air",2,2,3360,763,4123,3742,
2020,7,19998,"SI","Sierra Pacific Airlines","SI","Sierra Pacific Airlines",1,4,14,29,43,29,
2020,7,20422,"SY","Sun Country Airlines d/b/a MN Airlines","SY","Sun Country Airlines d/b/a MN Airlines",2,2,1522,145,1667,1595,
2020,7,20447,"U7","USA Jet Airlines Inc.","U7","USA Jet Airlines Inc.",2,2,374,0,374,374,
2020,7,19977,"UA","United Air Lines Inc.","UA","United Air Lines Inc.",3,3,71580,7229,78809,75195,
2020,7,20195,"WI","Sky Lease Cargo","WI","Sky Lease Cargo",2,2,285,53,338,312,
2020,7,20310,"WL","Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines","WL","Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",1,1,201,0,201,201,
2020,7,19393,"WN","Southwest Airlines Co.","WN","Southwest Airlines Co.",3,3,59726,2318,62044,60885,
2020,7,20377,"X9","Omni Air International LLC","X9","Omni Air International LLC",2,2,1128,2,1130,1129,
2020,7,20207,"XP","XTRA Airways","XP","XTRA Airways",1,4,21,8,29,25,
2020,7,20378,"YV","Mesa Airlines Inc.","YV","Mesa Airlines Inc.",2,2,2879,12,2891,2885,
2020,7,20452,"YX","Republic Airline","YX","Republic Airline",3,3,5801,311,6112,5957,
2020,8,21352,"0WQ","Avjet Corporation","0WQ","Avjet Corporation",1,1,144,0,144,144,
2020,8,21492,"1BQ","Eastern Airlines f/k/a Dynamic Airways, LLC","1BQ","Eastern Airlines f/k/a Dynamic Airways, LLC",1,1,212,0,212,212,
2020,8,21577,"1TQ","Rhoades Aviation dba Transair","1TQ","Rhoades Aviation dba Transair",1,1,146,35,181,164,
2020,8,21652,"27Q","Jet Aviation Flight Services, Inc.","27Q","Jet Aviation Flight Services, Inc.",1,1,590,0,590,590,
2020,8,21712,"2HQ","Elite Airways LLC","2HQ","Elite Airways LLC",2,2,63,20,83,73,
2020,8,21754,"2PQ","21 Air LLC","2PQ","21 Air LLC",1,4,66,0,66,66,
2020,8,21854,"34Q","Polaris Aviation Solutions, LLC","34Q","Polaris Aviation Solutions, LLC",1,4,27,15,42,35,
2020,8,21875,"37Q","Hillwood Airways, LLC  f/k/a   ATX Air Services, LLC","37Q","Hillwood Airways, LLC  f/k/a   ATX Air Services, LLC",1,4,42,1,43,43,
2020,8,21974,"3EQ","Scott Aviation, LLC  d/b/a  Silver Air","3EQ","Scott Aviation, LLC  d/b/a  Silver Air",1,1,95,0,95,95,
2020,8,20408,"5V","Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo","5V","Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo",1,1,298,61,359,329,
2020,8,19917,"5X","United Parcel Service","5X","United Parcel Service",3,3,6285,116,6401,6343,
2020,8,20007,"5Y","Atlas Air Inc.","5Y","Atlas Air Inc.",3,3,3310,10,3320,3315,
2020,8,19874,"8C","Air Transport International","8C","Air Transport International",2,2,913,0,913,913,
2020,8,20363,"9E","Endeavor Air Inc.","9E","Endeavor Air Inc.",2,2,4143,56,4199,4171,
2020,8,20190,"9S","Southern Air Inc.","9S","Southern Air Inc.",2,2,530,0,530,530,
2020,8,19805,"AA","American Airlines Inc.","AA","American Airlines Inc.",3,3,95312,11232,106544,100928,
2020,8,20453,"ABX","ABX Air Inc","ABX","ABX Air Inc",2,2,456,7,463,460,
2020,8,20201,"AMQ","Ameristar Air Cargo","AMQ","Ameristar Air Cargo",1,4,23,0,23,23,
2020,8,19930,"AS","Alaska Airlines Inc.","AS","Alaska Airlines Inc.",3,3,15585,1998,17583,16584,
2020,8,20409,"B6","JetBlue Airways","B6","JetBlue Airways",3,3,16246,4661,20907,18577,
2020,8,19790,"DL","Delta Air Lines Inc.","DL","Delta Air Lines Inc.",3,3,57630,5716,63346,60488,
2020,8,20436,"F9","Frontier Airlines Inc.","F9","Frontier Airlines Inc.",3,3,5015,65,5080,5048,
2020,8,20107,"FX","Federal Express Corporation","FX","Federal Express Corporation",3,3,188054,62271,250325,219190,
2020,8,20368,"G4","Allegiant Air","G4","Allegiant Air",3,3,3987,412,4399,4193,
2020,8,20500,"G7","GoJet Airlines LLC d/b/a United Express","G7","GoJet Airlines LLC d/b/a United Express",2,2,954,0,954,954,
2020,8,20166,"GFQ","Gulf And Caribbean Cargo","GFQ","Gulf And Caribbean Cargo",1,1,117,0,117,117,
2020,8,19690,"HA","Hawaiian Airlines Inc.","HA","Hawaiian Airlines Inc.",3,3,5923,1369,7292,6608,
2020,8,20370,"KAQ","Kalitta Air LLC","KAQ","Kalitta Air LLC",3,3,2092,7,2099,2096,
2020,8,21629,"KD","Western Global","KD","Western Global",2,2,396,1,397,397,
2020,8,21634,"KH","Aloha Air Cargo","KH","Aloha Air Cargo",2,2,385,69,454,420,
2020,8,20372,"KLQ","Kalitta Charters II","KLQ","Kalitta Charters II",1,1,158,0,158,158,
