"NET_INCOME","OP_PROFIT_LOSS","TRANS_REV_PAX","MAIL","PROP_FREIGHT","CHARTER_PAX","TRANS_REVENUE","OP_REVENUES","FLYING_OPS","MAINTENANCE","PAX_SERVICE","AIRCFT_SERVICES","OP_EXPENSES","UNIQUE_CARRIER","UNIQUE_CARRIER_NAME","REGION","YEAR","QUARTER",
-13.80,161.63,0.00,0.00,37222.44,0.00,0.00,65254.56,55610.04,116.06,0.00,5733.77,65092.93,"PO","Polar Air Cargo Airways","D",2020,3,
-9.77,2.93,0.00,0.00,0.00,1845.78,111.13,2062.67,647.44,376.20,151.34,250.82,2059.74,"WL","Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines","D",2020,2,
-2.10,-3.09,62.65,0.00,0.00,0.00,0.00,62.65,33.09,18.36,5.15,2.58,65.73,"OH","PSA Airlines Inc.","L",2020,1,
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"QX","Horizon Air","L",2020,1,
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1TQ","Rhoades Aviation dba Transair","I",2020,2,
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"EV","ExpressJet Airlines LLC","L",2020,2,
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"QX","Horizon Air","L",2020,2,
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1TQ","Rhoades Aviation dba Transair","I",2020,1,
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"OH","PSA Airlines Inc.","L",2020,3,
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1TQ","Rhoades Aviation dba Transair","I",2020,3,
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"9E","Endeavor Air Inc.","L",2020,2,
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"9E","Endeavor Air Inc.","L",2020,3,
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"OH","PSA Airlines Inc.","L",2020,2,
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"QX","Horizon Air","L",2020,3,
10.46,-17.54,,,,,,78.98,28.67,19.45,,,96.53,"KLQ","Kalitta Charters II","I",2020,2,
51.21,66.63,8291.83,0.00,0.00,0.00,0.35,8294.18,2657.88,1680.05,284.79,1541.07,8227.55,"MQ","Envoy Air","L",2020,1,
61.34,19.40,-0.08,0.00,0.00,0.00,0.00,40.12,0.00,0.00,0.00,0.00,20.72,"F9","Frontier Airlines Inc.","L",2020,2,
73.01,951.76,0.00,0.00,186450.80,0.00,0.00,326866.41,278413.93,581.33,0.00,28720.99,325914.64,"PO","Polar Air Cargo Airways","P",2020,3,
94.98,131.98,0.00,0.00,9801.82,0.00,0.00,15602.86,13439.44,24.11,0.00,1199.91,15470.88,"PO","Polar Air Cargo Airways","A",2020,2,
103.51,83.57,0.00,0.00,18758.02,0.00,0.00,51668.28,42437.99,146.60,0.00,5484.19,51584.71,"PO","Polar Air Cargo Airways","D",2020,1,
115.91,-94.27,615.40,0.00,0.00,0.00,0.00,610.51,222.68,209.59,67.01,7.00,704.78,"YX","Republic Airline","L",2020,3,
165.08,183.92,,,,,,3131.19,1043.87,616.31,,,2947.26,"KLQ","Kalitta Charters II","I",2020,3,
170.58,167.85,0.00,0.00,0.00,0.00,0.00,5820.00,3550.05,862.85,0.00,0.00,5652.15,"GFQ","Gulf And Caribbean Cargo","D",2020,1,
174.60,174.60,0.00,0.00,0.00,4.98,861.16,866.14,0.00,0.00,0.00,0.00,691.55,"27Q","Jet Aviation Flight Services, Inc.","I",2020,2,
295.45,-1227.31,2800.22,0.00,0.00,0.00,0.00,2800.22,1478.46,1171.39,219.17,21.71,4027.53,"YV","Mesa Airlines Inc.","L",2020,2,
318.64,287.00,,5687.41,1649.68,,,8238.48,3464.55,2057.23,,616.90,7951.49,"PFQ","Asia Pacific","D",2020,1,
321.69,343.69,0.00,0.00,0.00,2647.47,0.00,3061.91,890.76,755.70,184.90,427.27,2718.21,"WL","Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines","D",2020,1,
347.49,295.61,0.00,,2332.75,0.00,0.00,4755.21,1542.78,2267.55,0.00,39.00,4459.61,"ABX","ABX Air Inc","A",2020,2,
359.88,1309.91,15960.64,0.00,0.00,0.00,0.00,15960.64,4745.81,5862.06,780.17,118.61,14650.73,"YV","Mesa Airlines Inc.","L",2020,1,
382.62,311.44,0.00,0.00,0.00,0.00,9195.35,9195.35,0.00,0.00,0.00,0.00,8883.90,"3EQ","Scott Aviation, LLC  d/b/a  Silver Air","D",2020,1,
405.90,833.93,8087.27,0.00,0.00,0.00,0.00,8204.12,2255.12,2529.51,685.72,104.94,7370.19,"YX","Republic Airline","L",2020,1,
443.01,495.57,0.00,0.00,0.00,16610.32,0.00,20505.90,12894.29,3881.02,1729.22,491.13,20010.32,"8C","Air Transport International","A",2020,1,
446.33,497.27,,,,,,8465.80,2822.33,1666.32,,,7968.53,"KLQ","Kalitta Charters II","D",2020,3,
525.45,273.32,0.00,0.00,0.00,1553.23,0.00,1545.75,682.24,143.76,116.24,111.34,1272.43,"X9","Omni Air International LLC","D",2020,2,
597.43,638.29,0.00,0.00,0.00,4916.73,0.00,5686.40,1654.27,1403.45,343.38,793.49,5048.11,"WL","Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines","I",2020,1,
623.14,623.23,2476.90,24.65,2396.84,0.00,0.00,5208.38,1740.33,771.56,22.53,616.04,4585.15,"HA","Hawaiian Airlines Inc.","P",2020,2,
666.06,666.06,0.00,0.00,0.00,29.11,1629.62,1658.74,0.00,0.00,0.00,0.00,992.68,"27Q","Jet Aviation Flight Services, Inc.","I",2020,1,
679.31,1602.57,,26608.41,24245.66,,,51149.07,18097.40,14200.70,,4473.16,49546.49,"KAQ","Kalitta Air LLC","D",2020,1,
686.94,-2085.14,,,,,,7819.46,2978.11,2352.38,,,9904.59,"KLQ","Kalitta Charters II","D",2020,2,
785.93,359.05,0.00,0.00,0.00,2307.16,0.00,2307.54,956.44,214.74,228.40,211.93,1948.49,"X9","Omni Air International LLC","D",2020,3,
804.52,1079.13,0.00,0.00,0.00,12003.43,1.76,12003.66,5565.73,1023.08,1185.88,1171.33,10924.53,"X9","Omni Air International LLC","D",2020,1,
836.39,-682.97,0.00,0.00,0.00,0.00,0.00,2951.76,2438.98,243.66,0.00,0.00,3634.74,"GFQ","Gulf And Caribbean Cargo","I",2020,3,
918.09,-965.52,2911.45,0.00,813.50,1987.60,17.77,6309.89,2576.78,656.29,426.97,1381.43,7275.41,"SY","Sun Country Airlines d/b/a MN Airlines","L",2020,3,
1017.47,1386.16,13512.40,0.00,385.23,4934.90,115.46,19393.82,2444.51,1191.74,883.67,6050.06,18007.66,"1BQ","Eastern Airlines f/k/a Dynamic Airways, LLC","I",2020,3,
1036.10,1060.01,,10193.00,1416.53,,,14034.54,4010.92,5531.94,,1332.81,12974.53,"PFQ","Asia Pacific","D",2020,3,
1052.67,1093.71,,6938.00,4396.84,,,12236.23,2937.86,5016.58,,1167.18,11142.52,"PFQ","Asia Pacific","D",2020,2,
1129.76,744.65,0.00,,4423.92,0.00,0.00,9471.83,3171.38,4292.47,0.00,94.84,8727.18,"ABX","ABX Air Inc","A",2020,3,
1344.31,-349.20,0.00,0.00,0.00,0.00,13246.17,13246.17,0.00,0.00,0.00,0.00,13595.36,"3EQ","Scott Aviation, LLC  d/b/a  Silver Air","D",2020,2,
1354.08,1617.68,,26897.62,23961.29,,,50858.91,16367.02,14501.21,,5991.31,49241.22,"KAQ","Kalitta Air LLC","D",2020,2,
1599.29,4810.66,0.00,0.00,0.00,0.00,0.00,27270.92,15400.03,3361.71,0.00,1192.39,22460.26,"N8","National Air Cargo Group Inc d/ba National Airlines","I",2020,3,
1821.84,-923.92,0.00,0.00,0.00,0.00,0.00,2349.13,2534.69,167.32,0.00,0.00,3273.05,"GFQ","Gulf And Caribbean Cargo","I",2020,2,
1912.48,979.43,4224.56,0.00,0.00,0.00,0.00,4224.56,1483.17,1876.01,211.09,16.78,3245.13,"YV","Mesa Airlines Inc.","L",2020,3,
1980.37,8434.26,80406.46,566.51,52.83,24911.04,977.68,124428.43,58353.20,8155.87,5902.79,16141.40,115994.17,"SY","Sun Country Airlines d/b/a MN Airlines","D",2020,1,
2009.18,-23079.72,28499.51,394.66,13542.05,21276.64,220.68,71663.89,34225.68,9373.52,5496.81,14765.62,94743.60,"SY","Sun Country Airlines d/b/a MN Airlines","D",2020,3,
2032.30,1318.95,112.73,9529.19,3616.02,170.88,126.77,15149.36,4909.35,4084.32,,,13830.41,"5V","Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo","D",2020,2,
2154.83,2803.53,348876.08,0.00,0.00,0.00,14.65,348974.77,111829.27,70687.49,11982.53,64839.95,346171.24,"MQ","Envoy Air","D",2020,1,
2324.46,938.73,0.00,0.00,0.00,0.00,0.00,7259.62,3756.02,1211.75,0.00,0.00,6320.89,"GFQ","Gulf And Caribbean Cargo","D",2020,3,
2480.88,467.96,0.00,0.00,0.00,0.00,0.00,5393.53,3047.72,873.70,0.00,0.00,4925.58,"GFQ","Gulf And Caribbean Cargo","D",2020,2,
2607.52,-334.47,0.00,0.00,0.00,0.00,20839.60,20839.60,0.00,0.00,0.00,0.00,21174.07,"3EQ","Scott Aviation, LLC  d/b/a  Silver Air","D",2020,3,
2657.41,2657.41,0.00,0.00,0.00,85.25,10397.21,10482.45,0.00,0.00,0.00,0.00,7825.05,"27Q","Jet Aviation Flight Services, Inc.","D",2020,2,
2896.90,1967.70,0.00,0.00,18541.24,0.00,0.00,26798.01,8849.63,4705.40,,743.77,24830.32,"M6","Amerijet International","D",2020,2,
3110.36,3106.30,0.00,0.00,8236.64,0.00,375.00,8611.64,2996.18,2184.46,0.00,0.00,5505.34,"1TQ","Rhoades Aviation dba Transair","D",2020,2,
3564.15,5500.22,0.00,0.00,16262.23,0.00,0.00,20794.98,12539.32,257.15,0.00,701.82,15294.76,"9S","Southern Air Inc.","D",2020,3,
3625.13,4172.74,0.00,0.00,0.00,0.00,0.00,8410.97,2094.58,1140.86,0.00,887.18,4238.24,"L2","Lynden Air Cargo Airlines","I",2020,1,
3703.35,-3998.71,0.00,7294.17,7241.30,0.00,5454.97,21690.62,2251.76,3575.30,0.00,1848.61,25689.33,"KH","Aloha Air Cargo","D",2020,2,
3751.75,3191.56,0.00,,25185.83,0.00,0.00,51340.29,16656.77,24481.86,0.00,421.05,48148.73,"ABX","ABX Air Inc","D",2020,2,
3775.81,4193.65,0.00,0.00,9738.48,0.00,375.00,10113.48,3434.10,2117.39,0.00,0.00,5919.83,"1TQ","Rhoades Aviation dba Transair","D",2020,1,
3822.65,1012.88,0.00,1900.63,1442.68,0.00,131.08,6876.52,1629.46,2005.43,,,5863.64,"NC","Northern Air Cargo Inc.","I",2020,2,
3950.04,4104.18,0.00,0.00,0.06,0.00,0.00,6346.29,1115.88,564.39,0.00,477.26,2242.11,"L2","Lynden Air Cargo Airlines","I",2020,2,
4021.44,4023.36,0.00,0.00,0.00,0.00,0.00,5625.76,691.73,357.10,0.00,470.06,1602.40,"L2","Lynden Air Cargo Airlines","I",2020,3,
4429.40,14184.29,163935.17,0.00,0.00,0.00,0.00,163935.17,46896.62,61418.77,7871.57,1217.86,149750.88,"YV","Mesa Airlines Inc.","D",2020,1,
4784.99,-1165.96,0.00,0.00,0.00,9723.32,0.00,19351.68,12869.62,5101.75,988.60,452.35,20517.64,"8C","Air Transport International","A",2020,3,
4791.55,6204.63,0.00,0.00,18828.81,0.00,0.00,19203.90,9872.10,386.67,0.00,366.89,12999.27,"9S","Southern Air Inc.","D",2020,1,
5019.03,-111005.70,179287.04,0.00,0.00,0.00,12.49,179373.42,104848.05,50344.99,8882.34,46398.10,290379.12,"MQ","Envoy Air","D",2020,3,
5174.00,5174.00,0.00,0.00,0.00,190.76,16920.79,17111.55,0.00,0.00,0.00,0.00,11937.55,"27Q","Jet Aviation Flight Services, Inc.","D",2020,1,
5270.25,6794.84,46523.59,0.00,0.00,4315.96,276.91,55901.67,24617.30,3797.75,2443.49,7792.25,49106.83,"SY","Sun Country Airlines d/b/a MN Airlines","L",2020,1,
5946.15,3919.22,0.00,,23283.94,0.00,0.00,49852.00,16691.55,22592.06,0.00,499.18,45932.79,"ABX","ABX Air Inc","D",2020,3,
6111.42,-403.29,0.00,5914.57,4630.42,0.00,462.88,21029.05,6071.67,7670.09,0.00,2454.94,21432.33,"L2","Lynden Air Cargo Airlines","D",2020,3,
6249.27,6852.11,0.00,0.00,0.00,424.34,0.00,66003.49,25652.05,26411.78,44.18,1826.56,59151.38,"8C","Air Transport International","D",2020,1,
6390.96,4611.38,0.00,452.42,35509.67,0.00,0.00,52165.72,16948.57,9011.65,,1424.45,47554.34,"M6","Amerijet International","L",2020,2,
6542.00,22237.00,637215.00,0.00,9743.00,3724.00,18778.00,799077.00,267882.00,92999.00,86303.00,158498.00,776840.00,"DL","Delta Air Lines Inc.","L",2020,1,
6934.19,6632.80,139.55,11190.13,7644.21,417.41,286.68,22805.90,6350.74,4320.46,,,16173.10,"5V","Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo","D",2020,3,
7250.57,6983.34,14846.59,0.00,114.11,5157.86,156.49,21038.90,2922.83,1470.24,416.42,714.75,14055.56,"1BQ","Eastern Airlines f/k/a Dynamic Airways, LLC","I",2020,2,
7542.88,10203.21,0.00,0.00,21295.24,0.00,0.00,26038.18,12561.26,339.29,0.00,596.06,15834.97,"9S","Southern Air Inc.","D",2020,2,
7607.38,5649.74,0.00,0.00,28885.85,0.00,0.00,37983.62,14202.70,5192.44,,1856.44,32333.88,"M6","Amerijet International","D",2020,3,
8582.35,2236.21,0.00,0.00,16354.36,0.00,0.00,18536.32,9628.07,2528.70,0.00,348.56,16300.11,"WI","Sky Lease Cargo","I",2020,3,
8679.19,12808.65,675977.57,0.00,0.00,0.00,9865.47,717185.84,333114.03,194575.91,48640.26,44455.80,704377.19,"OO","SkyWest Airlines Inc.","D",2020,1,
9127.98,14530.18,30357.19,0.00,0.00,0.00,6583.71,43939.50,18864.71,1566.04,1561.02,5378.55,29409.32,"F9","Frontier Airlines Inc.","L",2020,1,
9935.65,-26269.57,70297.85,0.00,0.00,0.00,0.00,70297.85,35037.70,27832.89,5305.98,516.18,96567.41,"YV","Mesa Airlines Inc.","D",2020,2,
10102.62,12647.54,0.00,0.00,33910.11,0.00,0.00,34585.64,16308.07,695.18,0.00,660.76,21938.10,"9S","Southern Air Inc.","I",2020,1,
10556.33,2797.10,0.00,5248.62,3984.00,0.00,361.99,18989.66,4499.78,5538.03,,,16192.56,"NC","Northern Air Cargo Inc.","D",2020,2,
11141.00,30232.00,744195.00,5898.00,58152.00,8705.00,4508.00,967216.00,376714.00,91013.00,104976.00,192789.00,936984.00,"DL","Delta Air Lines Inc.","A",2020,1,
12702.30,9706.37,0.00,669.68,44206.19,0.00,0.00,59189.35,21735.45,7946.38,,2841.05,49482.98,"M6","Amerijet International","L",2020,3,
13094.69,15772.46,0.00,0.00,0.00,133551.98,17.20,133569.18,64321.08,11114.48,11563.59,11421.62,117796.72,"X9","Omni Air International LLC","I",2020,1,
14310.21,18605.27,0.00,0.00,208047.90,0.00,0.00,208929.27,107982.67,41310.18,0.00,21306.52,190324.00,"5X","United Parcel Service","A",2020,1,
16821.99,24184.22,0.00,0.00,131713.97,34561.15,0.00,457415.27,164143.99,127764.22,6541.18,50215.15,433231.05,"5Y","Atlas Air Inc.","I",2020,2,
16901.65,16955.61,0.00,0.00,0.00,0.00,0.00,39048.61,14947.50,3612.47,0.00,1252.19,22093.01,"N8","National Air Cargo Group Inc d/ba National Airlines","I",2020,2,
16989.78,21817.61,0.00,0.00,38645.49,0.00,0.00,47252.73,19494.26,615.66,0.00,1081.71,25435.12,"9S","Southern Air Inc.","I",2020,2,
17083.59,35104.34,340488.45,0.00,0.00,0.00,0.00,345407.76,94945.16,106501.41,28870.03,4418.51,310303.42,"YX","Republic Airline","D",2020,1,
17296.17,-80572.10,130274.24,0.00,0.00,0.00,32867.57,194221.11,149239.40,23086.22,24454.62,26507.10,274793.21,"F9","Frontier Airlines Inc.","D",2020,2,
18934.99,26473.90,0.00,0.00,174884.95,0.00,0.00,175763.00,76948.08,34551.09,0.00,20110.20,149289.09,"5X","United Parcel Service","A",2020,2,
19593.39,24858.17,0.00,0.00,44222.23,0.00,0.00,56548.20,24197.04,699.31,0.00,1908.47,31690.03,"9S","Southern Air Inc.","I",2020,3,
19799.29,26445.10,0.00,0.00,82052.27,0.00,0.00,82052.27,25077.83,16589.50,0.00,8247.27,55607.17,"5X","United Parcel Service","L",2020,2,
20445.60,27418.95,0.00,0.00,74351.88,34157.80,0.00,204582.35,70520.41,44226.92,5991.58,27210.89,177163.39,"5Y","Atlas Air Inc.","D",2020,1,
21121.76,27672.83,0.00,0.00,93968.67,0.00,0.00,93968.67,33608.14,17637.00,0.00,8817.13,66295.84,"5X","United Parcel Service","L",2020,1,
22857.63,33541.64,0.00,0.00,0.00,0.00,0.00,82699.63,25240.31,3753.62,0.00,7764.43,49158.00,"KD","Western Global","I",2020,3,
23256.93,-154621.13,411793.34,0.00,0.00,0.00,5289.68,449046.21,273425.98,176843.48,32829.15,25865.29,603667.34,"OO","SkyWest Airlines Inc.","D",2020,3,
23448.40,31025.37,0.00,0.00,88545.51,0.00,0.00,88545.51,27127.41,16232.77,0.00,8363.07,57520.15,"5X","United Parcel Service","L",2020,3,
26870.68,40014.72,0.00,0.00,70970.29,27411.95,0.00,236726.70,79356.17,47582.13,5483.02,29581.79,196711.98,"5Y","Atlas Air Inc.","D",2020,3,
29379.37,32852.59,,2117.76,105921.80,,27576.43,258829.32,98722.91,50299.50,,16827.61,225976.74,"KAQ","Kalitta Air LLC","I",2020,1,
29619.89,40011.08,0.00,0.00,195694.91,0.00,0.00,203153.57,92036.35,33673.35,0.00,21085.57,163142.49,"5X","United Parcel Service","A",2020,3,
29778.84,38659.28,299862.94,0.00,0.00,8918.84,4116.19,386604.76,158833.30,34689.47,23686.02,42751.16,347945.48,"G4","Allegiant Air","D",2020,1,
34667.28,32149.78,0.00,0.00,20361.62,0.00,0.00,58465.67,17310.47,3907.01,0.00,895.16,26315.88,"WI","Sky Lease Cargo","I",2020,2,
35389.00,14137.00,80599.00,0.00,0.00,0.00,0.00,80611.00,16969.00,11902.00,5023.00,2425.00,66474.00,"QX","Horizon Air","D",2020,2,
35459.28,39541.20,0.00,0.00,73027.66,19162.13,0.00,253609.92,73946.08,66922.54,3626.70,27841.35,214068.72,"5Y","Atlas Air Inc.","D",2020,2,
41223.00,15293.00,95511.00,0.00,0.00,0.00,0.00,95509.00,18604.00,12821.00,7107.00,3436.00,80216.00,"QX","Horizon Air","D",2020,3,
48725.63,26463.66,103481.85,0.00,0.00,0.00,0.00,103481.85,34500.45,44826.42,4975.15,400.27,77018.19,"YV","Mesa Airlines Inc.","D",2020,3,
53907.06,25129.77,0.00,0.00,0.00,156846.64,0.00,156846.64,64844.26,14438.99,15396.76,14286.47,131716.87,"X9","Omni Air International LLC","I",2020,3,
54924.00,29465.73,0.00,0.00,0.00,156557.98,0.00,156557.98,67382.25,14705.68,11736.81,11242.37,127092.24,"X9","Omni Air International LLC","I",2020,2,
63268.89,-35626.70,41234.15,0.00,0.00,0.00,0.00,41234.15,31300.25,15474.67,6185.98,2891.30,76860.85,"EV","ExpressJet Airlines LLC","D",2020,2,
71193.81,62864.46,0.00,0.00,0.00,0.00,0.00,136183.45,41953.05,8885.64,0.00,10630.90,73318.99,"KD","Western Global","I",2020,2,
72266.55,-30521.13,198341.60,0.00,0.00,0.00,0.00,196765.87,71776.13,67631.23,21602.17,2260.37,227287.00,"YX","Republic Airline","D",2020,3,
74164.17,-47850.79,165094.19,0.00,0.00,0.00,0.00,166615.00,75162.65,43623.28,20793.58,2399.28,214465.80,"YX","Republic Airline","D",2020,2,
80227.33,81873.40,,1792.52,111194.62,,25340.31,349367.03,109814.39,70297.41,,27077.61,267493.63,"KAQ","Kalitta Air LLC","I",2020,3,
81782.62,109111.14,0.00,0.00,359437.05,0.00,0.00,359437.05,132772.51,54509.64,0.00,32800.01,250325.91,"5X","United Parcel Service","P",2020,2,
94821.87,125423.20,0.00,0.00,397654.47,0.00,0.00,397857.35,151911.72,55182.33,0.00,33321.17,272434.16,"5X","United Parcel Service","P",2020,3,
95629.04,125422.15,0.00,0.00,359118.75,0.00,0.00,359118.92,143231.15,44999.92,0.00,25689.15,233696.77,"5X","United Parcel Service","P",2020,1,
137108.00,-1939.00,,1843.00,647448.00,,669217.00,1329199.00,262669.00,126861.00,,195032.00,1331138.00,"FX","Federal Express Corporation","P",2020,3,
154805.20,156092.19,,2501.27,133795.86,,22078.62,418478.26,107428.75,66782.92,,29251.70,262386.07,"KAQ","Kalitta Air LLC","I",2020,2,
262685.00,-597883.00,,726.00,444323.00,,1595273.00,2050499.00,186248.00,166462.00,,310972.00,2648382.00,"FX","Federal Express Corporation","A",2020,3,
688988.00,1395899.00,,0.00,2785917.00,,3226010.00,6054295.00,623200.00,509488.00,,383156.00,4658396.00,"FX","Federal Express Corporation","D",2020,3,
908014.00,1130748.00,,394.00,2566955.00,,2792532.00,5382141.00,684824.00,413672.00,,358132.00,4251393.00,"FX","Federal Express Corporation","D",2020,1,
926627.00,1363349.00,,302.00,2502021.00,,2954288.00,5520332.00,580284.00,397490.00,,355876.00,4156983.00,"FX","Federal Express Corporation","D",2020,2,
