"YEAR","MONTH","AIRLINE_ID","UNIQUE_CARRIER","UNIQUE_CARRIER_NAME","CARRIER","CARRIER_NAME","CARRIER_GROUP","CARRIER_GROUP_NEW","EMPFULL","EMPPART","EMPTOTAL","EMPFTE",
2019,12,21161,"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern","09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",2,2,581,29,610,596,
2019,12,21352,"0WQ","Avjet Corporation","0WQ","Avjet Corporation",1,1,99,0,99,99,
2019,12,21492,"1BQ","Eastern Airlines f/k/a Dynamic Airways, LLC","1BQ","Eastern Airlines f/k/a Dynamic Airways, LLC",1,1,196,0,196,196,
2019,12,21518,"1EQ","KaiserAir, Inc.","1EQ","KaiserAir, Inc.",1,4,39,29,68,54,
2019,12,21577,"1TQ","Rhoades Aviation dba Transair","1TQ","Rhoades Aviation dba Transair",1,4,149,44,193,171,
2019,12,21652,"27Q","Jet Aviation Flight Services, Inc.","27Q","Jet Aviation Flight Services, Inc.",1,1,703,1,704,704,
2019,12,21712,"2HQ","Elite Airways LLC","2HQ","Elite Airways LLC",1,1,121,9,130,126,
2019,12,21754,"2PQ","21 Air LLC","2PQ","21 Air LLC",1,4,73,0,73,73,
2019,12,21854,"34Q","Polaris Aviation Solutions, LLC","34Q","Polaris Aviation Solutions, LLC",1,4,27,15,42,35,
2019,12,21875,"37Q","Hillwood Airways, LLC  f/k/a   ATX Air Services, LLC","37Q","Hillwood Airways, LLC  f/k/a   ATX Air Services, LLC",1,4,34,1,35,35,
2019,12,21974,"3EQ","Scott Aviation, LLC  d/b/a  Silver Air","3EQ","Scott Aviation, LLC  d/b/a  Silver Air",1,1,70,0,70,70,
2019,12,20408,"5V","Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo","5V","Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo",1,1,299,55,354,327,
2019,12,19917,"5X","United Parcel Service","5X","United Parcel Service",3,3,6120,129,6249,6185,
2019,12,20007,"5Y","Atlas Air Inc.","5Y","Atlas Air Inc.",3,3,3160,6,3166,3163,
2019,12,19874,"8C","Air Transport International","8C","Air Transport International",2,2,800,0,800,800,
2019,12,20363,"9E","Endeavor Air Inc.","9E","Endeavor Air Inc.",2,2,4743,104,4847,4795,
2019,12,20190,"9S","Southern Air Inc.","9S","Southern Air Inc.",2,2,418,0,418,418,
2019,12,19805,"AA","American Airlines Inc.","AA","American Airlines Inc.",3,3,95518,11863,107381,101450,
2019,12,20453,"ABX","ABX Air Inc","ABX","ABX Air Inc",2,2,470,2,472,471,
2019,12,20201,"AMQ","Ameristar Air Cargo","AMQ","Ameristar Air Cargo",1,4,49,0,49,49,
2019,12,19930,"AS","Alaska Airlines Inc.","AS","Alaska Airlines Inc.",3,3,16060,1857,17917,16989,
2019,12,20409,"B6","JetBlue Airways","B6","JetBlue Airways",3,3,16648,4851,21499,19074,
2019,12,21167,"CP","Compass Airlines","CP","Compass Airlines",2,2,1438,0,1438,1438,
2019,12,19790,"DL","Delta Air Lines Inc.","DL","Delta Air Lines Inc.",3,3,79841,10565,90406,85124,
2019,12,20366,"EV","ExpressJet Airlines LLC","EV","ExpressJet Airlines LLC",2,2,2876,16,2892,2884,
2019,12,20436,"F9","Frontier Airlines Inc.","F9","Frontier Airlines Inc.",3,3,4905,60,4965,4935,
2019,12,20107,"FX","Federal Express Corporation","FX","Federal Express Corporation",3,3,183740,64215,247955,215848,
2019,12,20368,"G4","Allegiant Air","G4","Allegiant Air",3,3,3908,457,4365,4137,
2019,12,20500,"G7","GoJet Airlines LLC d/b/a United Express","G7","GoJet Airlines LLC d/b/a United Express",2,2,977,0,977,977,
2019,12,20166,"GFQ","Gulf And Caribbean Cargo","GFQ","Gulf And Caribbean Cargo",1,1,122,0,122,122,
2019,12,20402,"GL","Miami Air International","GL","Miami Air International",2,2,338,13,351,345,
2019,12,19690,"HA","Hawaiian Airlines Inc.","HA","Hawaiian Airlines Inc.",3,3,6011,1426,7437,6724,
2019,12,20370,"KAQ","Kalitta Air LLC","KAQ","Kalitta Air LLC",2,2,2077,8,2085,2081,
2019,12,21629,"KD","Western Global","KD","Western Global",2,2,395,1,396,396,
2019,12,21634,"KH","Aloha Air Cargo","KH","Aloha Air Cargo",2,2,367,64,431,399,
2019,12,20372,"KLQ","Kalitta Charters II","KLQ","Kalitta Charters II",1,1,160,0,160,160,
2019,12,20169,"L2","Lynden Air Cargo Airlines","L2","Lynden Air Cargo Airlines",1,1,206,1,207,207,
2019,12,20151,"M6","Amerijet International","M6","Amerijet International",2,2,687,0,687,687,
2019,12,20398,"MQ","Envoy Air","MQ","Envoy Air",3,3,12449,4486,16935,14692,
2019,12,20405,"N8","National Air Cargo Group Inc d/ba National Airlines","N8","National Air Cargo Group Inc d/ba National Airlines",2,2,210,0,210,210,
2019,12,20108,"NC","Northern Air Cargo Inc.","NC","Northern Air Cargo Inc.",1,1,376,2,378,377,
2019,12,20416,"NK","Spirit Air Lines","NK","Spirit Air Lines",3,3,8607,386,8993,8800,
2019,12,20397,"OH","PSA Airlines Inc.","OH","PSA Airlines Inc.",2,2,4705,8,4713,4709,
2019,12,20304,"OO","SkyWest Airlines Inc.","OO","SkyWest Airlines Inc.",3,3,13430,4343,17773,15602,
2019,12,20177,"PFQ","Asia Pacific","PFQ","Asia Pacific",1,1,63,1,64,64,
2019,12,21402,"PM","Prescott Support Company, Inc.","PM","Prescott Support Company, Inc.",1,4,21,27,48,35,
2019,12,20100,"PO","Polar Air Cargo Airways","PO","Polar Air Cargo Airways",3,3,222,0,222,222,
2019,12,19687,"QX","Horizon Air","QX","Horizon Air",2,2,3493,808,4301,3897,
2019,12,19998,"SI","Sierra Pacific Airlines","SI","Sierra Pacific Airlines",1,4,14,21,35,25,
2019,12,20422,"SY","Sun Country Airlines d/b/a MN Airlines","SY","Sun Country Airlines d/b/a MN Airlines",2,2,1536,22,1558,1547,
2019,12,20447,"U7","USA Jet Airlines Inc.","U7","USA Jet Airlines Inc.",2,2,380,0,380,380,
2019,12,19977,"UA","United Air Lines Inc.","UA","United Air Lines Inc.",3,3,79745,11701,91446,85596,
2019,12,20195,"WI","Sky Lease Cargo","WI","Sky Lease Cargo",2,2,275,71,346,311,
2019,12,20310,"WL","Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines","WL","Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",1,1,154,4,158,156,
2019,12,19393,"WN","Southwest Airlines Co.","WN","Southwest Airlines Co.",3,3,59629,2276,61905,60767,
2019,12,20377,"X9","Omni Air International LLC","X9","Omni Air International LLC",2,2,1043,2,1045,1044,
2019,12,20207,"XP","XTRA Airways","XP","XTRA Airways",1,1,16,9,25,21,
2019,12,20378,"YV","Mesa Airlines Inc.","YV","Mesa Airlines Inc.",2,2,3617,13,3630,3624,
2019,12,20452,"YX","Republic Airline","YX","Republic Airline",3,3,6070,290,6360,6215,
2019,12,20046,"ZW","Air Wisconsin Airlines Corp","ZW","Air Wisconsin Airlines Corp",2,2,1385,409,1794,1590,
